Name,Price,Category
"Faltrad  Klapprad E-Bike 20 Zoll Popal ""E-Folt1.0"" Schimano 6 Gang /schwarz/","1.199,00 EUR",E-Räder
"Faltrad  Klapprad E-Bike 20 Zoll Popal ""E-Folt1.0"" Schimano 6 Gang /orange/","1.199,00 EUR",E-Räder
"Damen E-Hollandrad Avalon ""BASE"" Alurahme 28 Zoll, 3 Gang, Rh 50cm, Rollerbrake 36 V  10,4 Ah Akku / 360 Wh /schwarz matt/","1.299,00 EUR",E-Räder
"Damen E-Hollandrad Avalon ""BASE"" Alurahme 28 Zoll, 3 Gang, Rh 56cm, Rollerbrake 36 V  10,4 Ah Akku / 360 Wh /schwarz matt/","1.299,00 EUR",E-Räder
"Damen E-Hollandrad Avalon ""BASE"" Alurahme 28 Zoll, 3 Gang, Rh 56cm, Rollerbrake 36 V  10,4 Ah Akku / 360 Wh /blau matt metalic/","1.299,00 EUR",E-Räder
"Alu Damen E-Bike Popal ""Sway"" 3 Gang, 28 Zoll, 47 cm,   36V 13Ah 470Wh Vorderradmotor /grau/","1.299,00 EUR",E-Räder
"Alu Damen E-Bike Popal ""Sway"" 3 Gang, 28 Zoll, 46 cm,   36V 13Ah 470Wh Vorderradmotor /blau-matt/","1.299,00 EUR",E-Räder
"Alu Damen E-Bike Popal ""Sway"" 3 Gang, 28 Zoll, 46 cm,   36V 13Ah 470Wh Vorderradmotor /schwarz/","1.299,00 EUR",E-Räder
"E-Bike NCM ""Moscow"" , 48V 13Ah 624Wh, 29"", schwarz","1.300,00 EUR",E-Räder
"E-Bike NCM ""Munich N8C""  28"" Rh.: 48cm, Rücktritt,  Akku: 13Ah 468Wh, Motor: 36V 32Nm /Volcano Black/","1.300,00 EUR",E-Räder
"Altec Explorer E-Bike 28 Zoll, Rh.: 52cm, Ketten 7 Gänge,  518Wh /silber/","1.300,00 EUR",E-Räder
"Altec Explorer E-Bike 28 Zoll, Rh.: 52cm, Ketten 7 Gänge,  518Wh /jeans/","1.300,00 EUR",E-Räder
"Damen E-BIKE VOGUE ""BASIC"" 3 Gänge, Rh.: 49CM /blau/","1.300,00 EUR",E-Räder
"E-Hollandrad Vogue ``Elite`` 28 Zoll, 3 Gang, Rh.: 57cm /schwarz/ 13Ah 468Wh LG","1.349,00 EUR",E-Räder
"E-Classic Hollandrad Avalon ""Köhlman"" Alu Damen  transport 28 Zoll, 7 Gang, Rh 57cm, Rollerbrake /grau matt/","1.399,00 EUR",E-Räder
"E-Classic Hollandrad Avalon ""Köhlman"" Alu Damen  transport 28 Zoll, 7 Gang, Rh 49cm, Rollerbrake /blau matt/","1.399,00 EUR",E-Räder
"E-Classic Hollandrad Avalon ""Köhlman"" Alu Damen  transport 28 Zoll, 7 Gang, Rh 57cm, Rollerbrake /blau matt/","1.399,00 EUR",E-Räder
"E-Classic Hollandrad Avalon ""Köhlman"" Alu Damen  transport 28 Zoll, 7 Gang, Rh 49cm, Rollerbrake /grau matt/","1.399,00 EUR",E-Räder
"E-Bike NCM Hamburg 28"" Rh.: 50cm City E-Bike, 13Ah 468Wh /schwarz/","1.399,00 EUR",E-Räder
"Altec Sapphire E-Bike N-3, 28 Zoll, Rh 52cm, Bafang 518Wh /grau/","1.399,00 EUR",E-Räder
"Altec Sapphire E-Bike N-3, 28 Zoll, Rh 52cm, Bafang 518Wh /Navy Blue/","1.399,00 EUR",E-Räder
"Altec Sapphire E-Bike N-3, 28 Zoll, Rh 52cm, Bafang 518Wh /schwarz/","1.399,00 EUR",E-Räder
"Alu Damen E Hollandrad Popal Daily Dutch ``Prestige`` 3 Gang 28 Zoll, 57 cm, Freilauf /blau/","1.399,00 EUR",E-Räder
"Alu Damen E Hollandrad Popal Daily Dutch ``Prestige`` 3 Gang 28 Zoll, 50 cm, Freilauf /havana grün/","1.399,00 EUR",E-Räder
"Alu Damen E Hollandrad Popal Daily Dutch ``Prestige`` 3 Gang 28 Zoll, 57 cm, Freilauf /grün/","1.399,00 EUR",E-Räder
"Altec Sapphire E-Bike N-7, 28 Zoll, Rh 52cm, Bafang 518Wh /schwarz/","1.449,00 EUR",E-Räder
"Altec Sapphire E-Bike N-7, 28 Zoll, Rh 52cm, Bafang 518Wh /Navy Blue/","1.449,00 EUR",E-Räder
"E-Hollandrad Avalon ""CARGO"" Alu Damen  transport 28 Zoll, 7 Gang, Rh 56cm, Rollerbrake 36 V / 13 Ah Batterie / 470 Wh /schw matt/","1.499,00 EUR",E-Räder
"E-Hollandrad Avalon ""CARGO"" Alu Damen  transport 28 Zoll, 7 Gang, Rh 50cm, Rollerbrake 36 V / 13 Ah Batterie / 470 Wh /schw matt/","1.499,00 EUR",E-Räder
"Alu Damen E Hollandrad Popal Daily Dutch ``Prestige`` 3 Gang 28 Zoll, 47 cm, Freilauf /schwarz-matt/","1.499,00 EUR",E-Räder
"Alu Damen E Hollandrad Popal Daily Dutch ``Prestige`` 3 Gang 28 Zoll, 57 cm, Freilauf /blau/","1.499,00 EUR",E-Räder
"E-Bike NCM ""Venice"" , 48V 13Ah 624Wh, 28"", schwarz","1.499,00 EUR",E-Räder
"Aluminium Herren Altec Diamond E-Bike N-3, 28 Zoll, Rh 56 cm, Bafang 518Wh Rollenbremse /schwarz/","1.499,00 EUR",E-Räder
"Aluminium Altec Diamond E-Bike N-3, 28 Zoll, Rh 53 cm, Bafang 518Wh Rollenbremse /Jeans Blue/","1.499,00 EUR",E-Räder
"Aluminium Altec Diamond E-Bike N-3, 28 Zoll, Rh 53 cm, Bafang 518Wh Rollenbremse /Slate Gray/","1.499,00 EUR",E-Räder
"Damen E-BIKE VOGUE "" COMFORT"" 7 Gänge, Rh.: 46CM /grau-matt/","1.499,00 EUR",E-Räder
"Damen E-BIKE VOGUE "" COMFORT"" 7 Gänge, Rh.: 46CM /blau-matt/","1.499,00 EUR",E-Räder
"Damen E-BIKE VOGUE "" PREMIUM"" 7 Gänge, Rh.: 48CM /CHAMPAGNE/","1.499,00 EUR",E-Räder
"Herren E-BIKE VOGUE "" PREMIUM"" 7 Gänge, Rh.: 56CM /schwarz/","1.499,00 EUR",E-Räder
"Herren E-BIKE VOGUE "" PREMIUM"" 7 Gänge, Rh.: 56CM /grau-matt/","1.499,00 EUR",E-Räder
"Damen E-BIKE VOGUE "" COMFORT"" 7 Gänge, Rh.: 46CM /schwarz/","1.499,00 EUR",E-Räder
"Damen E-BIKE VOGUE "" PREMIUM"" 7 Gänge, Rh.: 53CM /CHAMPAGNE/","1.499,00 EUR",E-Räder
"E-Fatbike 20Zoll, Klapprad “Likoo-FT 2“, 25 km/h, 250 Watt, 48V E-Bike, 9 Gänge Elektrofahrrad","1.499,00 EUR",E-Räder
"Aluminium Altec Kratos E-Bike N-7, 28 Zoll, Rh 53 cm, Bafang 518Wh Rollenbremse /aqua blau/","1.549,00 EUR",E-Räder
"Aluminium Altec Kratos E-Bike N-7, 28 Zoll, Rh 53 cm, Bafang 518Wh Rollenbremse /blau jeans/","1.549,00 EUR",E-Räder
"Aluminium Altec Kratos E-Bike N-7, 28 Zoll, Rh 53 cm, Bafang 518Wh Rollenbremse /schwarz/","1.549,00 EUR",E-Räder
"Aluminium Herren Altec Diamond E-Bike N-3, 28 Zoll, Rh 56 cm, Bafang 518Wh Rollenbremse /schwarz/","1.549,00 EUR",E-Räder
"Aluminium Altec Diamond E-Bike N-7, 28 Zoll, Rh 53 cm, Bafang 518Wh Rollenbremse /Slate Gray/","1.549,00 EUR",E-Räder
"Aluminium Altec Diamond E-Bike N-7, 28 Zoll, Rh 53 cm, Bafang 518Wh Rollenbremse /schwarz/","1.549,00 EUR",E-Räder
"E-Fatbike “Falcon 2“, 25 km/h, 250 Watt, 48V E-Bike, Elektrofahrrad, Fahrrad","1.549,00 EUR",E-Räder
"Damen E-BIKE VOGUE "" SOLUTION"" 8 Gänge, Rh.: 51CM /schwarz-matt/","1.549,00 EUR",E-Räder
"E-Bike Fatbike als Klapprad NCM ""ET.Cycle F720"" 20 Zoll,  25 km/h, 250 Watt, 48V /schwarz-matt/","1.549,00 EUR",E-Räder
"Alu Damen E-Bike Popal ""Maeve FM"" 7 Gang, 28 Zoll, 53cm,  36V 13Ah / 470Wh Vorderradmotor  Bafang H400  /blau/","1.599,00 EUR",E-Räder
"Alu Damen E-Bike Popal ""Maeve FM"" 7 Gang, 28 Zoll, 47cm,  36V 13Ah / 470Wh Vorderradmotor  Bafang H400  /schwarz/","1.599,00 EUR",E-Räder
"Alu Damen E-Bike Popal ""Maeve FM"" 7 Gang, 28 Zoll, 53cm,  36V 13Ah / 470Wh Vorderradmotor  Bafang H400  /schwarz/","1.599,00 EUR",E-Räder
"Alu Damen E-Bike Popal ""Maeve FM"" 7 Gang, 28 Zoll, 47cm,  36V 13Ah / 470Wh Vorderradmotor  Bafang H400  /blau/","1.599,00 EUR",E-Räder
"Damen E-BIKE VOGUE "" PREMIUM"" 7 Gänge, Rh.: 53CM /braun-matt/","1.600,00 EUR",E-Räder
"Damen E-BIKE VOGUE "" PREMIUM"" 7 Gänge, Rh.: 48CM  13 Ah/468 Wh LG /schwarz-matt/","1.600,00 EUR",E-Räder
"Damen E-BIKE VOGUE "" PREMIUM"" 7 Gänge, Rh.: 53CM /schwarz-matt/","1.600,00 EUR",E-Räder
"Damen E-BIKE VOGUE "" PREMIUM"" 7 Gänge, Rh.: 48CM /MATT-GREY/","1.600,00 EUR",E-Räder
"Damen E-BIKE VOGUE "" PREMIUM"" 7 Gänge, Rh.: 48CM /braun-matt/","1.600,00 EUR",E-Räder
"Alu Damen E Hollandrad Popal Daily Dutch ``Prestige`` 7 Gang 28 Zoll, 59 cm, 470Wh Freilauf /blau matt/","1.699,00 EUR",E-Räder
"Damen E-BIKE VOGUE ""MESTENGO"" 8 Gänge, Rh.: 50CM Rollenbremse /DARK-TURQUOISE/","1.699,00 EUR",E-Räder
"Alu Damen E Hollandrad Popal Daily Dutch ``Prestige`` 7 Gang 28 Zoll, 57 cm, Freilauf /shadow Green/","1.699,00 EUR",E-Räder
"Alu Damen E Hollandrad Popal Daily Dutch ``Prestige`` 7 Gang 28 Zoll, 57 cm, Freilauf /blau/","1.699,00 EUR",E-Räder
"Alu Damen E Hollandrad Popal Daily Dutch ``Prestige`` 7 Gang 28 Zoll, 50 cm, Freilauf /schw. matt/","1.699,00 EUR",E-Räder
"Alu Damen E-Bike Popal ""TUE"" 7 Gang, 28 Zoll, 47cm,  36V 13Ah / 470Wh Vorderradmotor  Bafang H400  /blau/","1.799,00 EUR",E-Räder
"Alu Damen E-Bike Popal ""TUE"" 7 Gang, 28 Zoll, 47cm,  36V 13Ah / 470Wh Vorderradmotor  Bafang H400  /schwarz/","1.799,00 EUR",E-Räder
"NCM Milano Plus 26"" Rh.: 46cm Trekking Urban E-Bike 48V 16Ah 768Wh","1.799,00 EUR",E-Räder
"NCM Moscow Plus 48V 29"" E-MTB, Mountainbike E-Bike 16Ah 768Wh Panasonic Zellen Akku","1.799,00 EUR",E-Räder
"Damen alu E-BIKE VOGUE ""INFINITY MDS "" 8 Gänge, Rh.: 48CM Rollenbremse / MATT-GREY /","1.799,00 EUR",E-Räder
"Herren E-Bike 28 Zoll Qwic ""Urban FN7 Lite"" Schimano ND 7 Gang, Rh: 56cm Frontmotor, /ARMY GREEN/ inkl. Akku 300Wh","1.799,00 EUR",E-Räder
"Damen E-Bike 28 Zoll Qwic ""Urban FN7 Lite"" Schimano ND 7 Gang, Rh.: 56cm, Frontmotor /ARMY GREEN/ inkl. Akku 300Wh","1.799,00 EUR",E-Räder
"Herren E-Bike 28 Zoll Qwic ""Urban FN7 Lite"" Schimano ND 7 Gang, Rh. 56cm Frontmotor /STONE GREY/ inkl. Akku 300Wh","1.799,00 EUR",E-Räder
"Damen E-Bike 28 Zoll Qwic ""Urban FN7 Lite"" Schimano ND 7 Gang, Rh.: 50cm,  Frontmotor /STONE GREY/ inkl. Akku 300Wh","1.799,00 EUR",E-Räder
"Damen E-Bike 28 Zoll Qwic ""Urban FN7 Lite"" Schimano ND 7 Gang, Rh. 56cm Frontmotor /STONE GREY/ inkl. Akku 300Wh","1.799,00 EUR",E-Räder
"Damen E-Bike 28 Zoll Qwic ""Urban FN7 Lite"" Schimano ND 7 Gang, Rh.: 50cm, Frontmotor /ARMY GREEN/ inkl. Akku 300Wh","1.799,00 EUR",E-Räder
Batavus PACKD E-go HE 400Wh 7-G Nexus,"1.799,00 EUR",E-Räder
Batavus PACKD E-go HE 400Wh 7-G Nexus,"1.799,00 EUR",E-Räder
Batavus PACKD E-go HE 400Wh 7-G Nexus,"1.799,00 EUR",E-Räder
Batavus PACKD E-go DA 400Wh 7-G Nexus,"1.849,00 EUR",E-Räder
Batavus PACKD E-go DA 400Wh 7-G Nexus,"1.849,00 EUR",E-Räder
Batavus PACKD E-go DA 400Wh 7-G Nexus,"1.849,00 EUR",E-Räder
Batavus PACKD E-go DA 400Wh 7-G Nexus,"1.849,00 EUR",E-Räder
Batavus PACKD E-go DA 400Wh 7-G Nexus,"1.849,00 EUR",E-Räder
Batavus PACKD E-go DA 400Wh 7-G Nexus,"1.849,00 EUR",E-Räder
"E-Bike E-Fat Bike Elektro MTB NCM ""Aspen+"" 26 Zoll, 8 Gänge 48V 16Ah 768Wh /schwarz-matt/","1.899,00 EUR",E-Räder
"Alu Damen E-Bike Popal ""Sway MM"" 7 Gang, 28 Zoll, 47 cm,   36V 13Ah 470Wh Mittelmotor  Bafang /blau/","1.899,00 EUR",E-Räder
"Alu Damen E-Bike Popal ""Sway MM"" 7 Gang, 28 Zoll, 47 cm,   36V 13Ah 470Wh Mittelmotor  Bafang /Schwarz/","1.899,00 EUR",E-Räder
"Aluminium Altec Troja E-Bike N-7, 28 Zoll, Rh 53 cm, ANANDA-Motor 518Wh Rollenbremse /Esmeralda/","1.899,00 EUR",E-Räder
"Aluminium Altec Troja E-Bike N-7, 28 Zoll, Rh 53 cm, ANANDA-Motor 518Wh Rollenbremse /blau jeans/","1.899,00 EUR",E-Räder
"Aluminium Altec Troja E-Bike N-7, 28 Zoll, Rh 53 cm, ANANDA-Motor 518Wh Rollenbremse /schwarz-matt/","1.899,00 EUR",E-Räder
"Damen E-BIKE VOGUE ""MIO M200 "" 8 Gänge, Rh.: 51CM HYDRAULISCHE BREMSE /grau/","1.899,00 EUR",E-Räder
"Damen alu E-BIKE VOGUE ""INFINITY MDS "" 8 Gänge, Rh.: 48CM HYDRAULISCHE BREMSE / MATT-GREY /","1.899,00 EUR",E-Räder
"Damen alu E-BIKE VOGUE ""INFINITY MDS "" 8 Gänge, Rh.: 48CM HYDRAULISCHE BREMSE / schwarz-matt /","1.899,00 EUR",E-Räder
"Damen alu E-BIKE VOGUE ""INFINITY MDS "" 8 Gänge, Rh.: 53CM HYDRAULISCHE BREMSE /  SILK-BLUE /","1.899,00 EUR",E-Räder
"Damen E-BIKE VOGUE ""MESTENGO M200 "" 8 Gänge, Rh.: 50CM HYDRAULISCHE BREMSE / MATT-GREY /","1.899,00 EUR",E-Räder
"E-Bike BBF ``Deep Entry`` Ansmann Damen 7-Gang - 20``, RH 40 cm /schwarz/","1.899,00 EUR",E-Räder
"E-Bike BBF ``Deep Entry`` Ansmann Damen 7-Gang - 20``, RH 40 cm /antrazit/","1.899,00 EUR",E-Räder
"Damen E-Cityrad Avalon ""DeLuxe"" Alurahme 28 Zoll, Shimano Nexus 8 Gang, Rh 52cm, Bafang M400 Mittelmotor, 36V 13A 470Wh /antracit matt/","1.999,00 EUR",E-Räder
"Herren E-Cityrad Avalon ""DeLuxe"" Alurahme 28 Zoll, Shimano Nexus 8 Gang, Rh 54cm, Bafang M400 Mittelmotor, 36V 13A 470Wh /antracit matt/","1.999,00 EUR",E-Räder
"Herren E-Cityrad Avalon ""DeLuxe"" Alurahme 28 Zoll, Shimano Nexus 8 Gang, Rh 57cm, Bafang M400 Mittelmotor, 36V 13A 470Wh /antracit matt/","1.999,00 EUR",E-Räder
"E-Bike Fatbike als Klapprad NCM ""ET.Cycle F1000"" 20 Zoll,  25 km/h, 48V 21Ah 1008 Wh /schwarz-matt/","1.999,00 EUR",E-Räder
"Damen alu E-BIKE VOGUE ""ELITE "" 7 Gänge, Rh.: 50CM Rollenbremse /jeans blau/","1.999,00 EUR",E-Räder
"Damen alu E-BIKE VOGUE ""INFINITY MDS "" 8 Gänge, Rh.: 48CM Rollenbremse / schwarz /","1.999,00 EUR",E-Räder
"Damen alu E-BIKE VOGUE ""INFINITY MDS "" 8 Gänge, Rh.: 48CM Rollenbremse / SILK-BLUE /","1.999,00 EUR",E-Räder
"E-Bike GEPIDA ""BERIG"" 26 Zoll, SHIMANO SLX 10 Gänge, Rh.: 21 Zoll, Akku  400Wh /schwarz-matt/","2.000,00 EUR",E-Räder
"Herren E-Bike 28 Zoll Qwic ""Urban RD9"" Schimano 9 Gang, Rh.: 56cm /STONE GREY/ mit Akku 300Wh","2.099,00 EUR",E-Räder
"Herren E-Bike 28 Zoll Qwic ""Urban FN7"" Schimano ND 7 Gang, Rh: 56cm Frontmotor, /MIDNIGHT BLUE/ inkl. Akku 300Wh","2.099,00 EUR",E-Räder
"Herren E-Bike 28 Zoll Qwic ""Urban FN7"" Schimano ND 7 Gang, Rh: 56cm Frontmotor, /STONE GREY/ inkl. Akku 300Wh","2.099,00 EUR",E-Räder
"Damen E-Bike 28 Zoll Qwic ""Urban FN7"" Schimano ND 7 Gang, Rh: 56cm Frontmotor, /STONE GREY/ inkl. Akku 300Wh","2.099,00 EUR",E-Räder
"Damen E-Bike 28 Zoll Qwic ""Urban FN7"" Schimano ND 7 Gang, Rh: 50cm Frontmotor, /STONE GREY/ inkl. Akku 300Wh","2.099,00 EUR",E-Räder
"Damen E-Bike 28 Zoll Qwic ""Urban FN7"" Schimano ND 7 Gang, Rh: 56cm Frontmotor, /MIDNIGHT BLUE/ inkl. Akku 300Wh","2.099,00 EUR",E-Räder
"Damen E-Bike 28 Zoll Qwic ""Urban FN7"" Schimano ND 7 Gang, Rh: 50cm Frontmotor, /MIDNIGHT BLUE/ inkl. Akku 300Wh","2.099,00 EUR",E-Räder
"Damen E-Bike 28 Zoll Qwic ""Urban RD9"" Schimano 9 Gang, Rh.: 57cm /BRUSHED ALUMINUM/ mit Akku 300Wh","2.099,00 EUR",E-Räder
"Damen E-Bike 28 Zoll Qwic ""Urban RD9"" Schimano 9 Gang, Rh.: 50cm /STONE GREY/ mit Akku 300Wh","2.099,00 EUR",E-Räder
"Damen E-Bike 28 Zoll Qwic ""Urban RD9"" Schimano 9 Gang, Rh.: 56cm /STONE GREY/ mit Akku 300Wh","2.099,00 EUR",E-Räder
"Damen E-Bike 28 Zoll Qwic ""Urban FN7 Lite"" Schimano ND 7 Gang, Rh.: 56cm Frontmotor /Stone grey/ inkl. Akku 500Wh","2.099,00 EUR",E-Räder
"Damen E-Bike 28 Zoll Qwic ""Urban RD9"" Schimano 9 Gang, Rh.: 50cm /BRUSHED ALUMINUM/ mit Akku 300Wh","2.099,00 EUR",E-Räder
"E-Bike BBF ``Atlanta`` Ansmann Damen 7-Gang - 26``, RH 48 cm","2.099,00 EUR",E-Räder
Batavus PACKD E-go Plus DA 400Wh 7-G Nexus,"2.099,00 EUR",E-Räder
Batavus PACKD E-go Plus DA 400Wh 7-G Nexus,"2.099,00 EUR",E-Räder
Batavus PACKD E-go Plus DA 400Wh 7-G Nexus,"2.099,00 EUR",E-Räder
Batavus PACKD E-go Plus HE 400Wh 7-G Nexus,"2.099,00 EUR",E-Räder
Batavus PACKD E-go Plus HE 400Wh 7-G Nexus,"2.099,00 EUR",E-Räder
Batavus PACKD E-go Plus HE 400Wh 7-G Nexus,"2.099,00 EUR",E-Räder
Elektro Transportrad Dreirad Cango ``Tour`` BAKFIETS 6 Gang 24 Zoll /schwarz/,"2.100,00 EUR",E-Räder
Elektro Transportrad Dreirad Cango ``Tour`` BAKFIETS 6 Gang 24 Zoll /schwarz-natur/,"2.100,00 EUR",E-Räder
"Alu Damen E-Bike Popal ""Maeve MM"" 7 Gang, 28 Zoll, 47 cm,   36V 13Ah 470Wh Mittelmotor  Bafang /Schwarz/","2.149,00 EUR",E-Räder
"Alu Damen E-Bike Popal ""Maeve MM"" 7 Gang, 28 Zoll, 47 cm,   36V 13Ah 470Wh Mittelmotor  Bafang /blau/","2.149,00 EUR",E-Räder
"Damen E-Bike 28 Zoll Qwic ""Urban RD9"" Schimano 9 Gang, Rh.: 56cm /STONE GREY/ mit Akku 400Wh","2.149,00 EUR",E-Räder
Elektro Transportrad Dreirad Cango ``Travel`` BAKFIETS 6 Gang 24 Zoll /schwarz-schwarz/,"2.150,00 EUR",E-Räder
Elektro Transportrad Dreirad Cango ``Travel`` BAKFIETS 6 Gang 24 Zoll /blau-natur/,"2.150,00 EUR",E-Räder
Elektro Transportrad Dreirad Cango ``Travel`` BAKFIETS 6 Gang 24 Zoll /schwarz-natur/,"2.150,00 EUR",E-Räder
"Alu Damen E-Bike Popal ""Vidar"" 8 Gang, 28 Zoll, 57cm,   36V 13Ah 470Wh Mittelmotor  /Schwarz/","2.199,00 EUR",E-Räder
"Alu Damen E-Bike Popal ""Vidar"" 8 Gang, 28 Zoll, 51cm,   36V 13Ah 470Wh Mittelmotor  /Schwarz/","2.199,00 EUR",E-Räder
"E-Bike NCM ""Milano MAX"" N8R, 28"" Rh.: 48cm, Urban Trekkingbike, weiß 16Ah 576Wh /weiß/","2.199,00 EUR",E-Räder
Green's Sussex Wave 400Wh 7-G Nexus,"2.199,95 EUR",E-Räder
Green's Sussex Wave 400Wh 7-G Nexus,"2.199,95 EUR",E-Räder
Green's Sussex Wave 400Wh 7-G Nexus,"2.199,95 EUR",E-Räder
Green's Sussex Wave 400Wh 7-G Nexus,"2.199,95 EUR",E-Räder
Green's Sussex Wave 400Wh 7-G Nexus,"2.199,95 EUR",E-Räder
Green's Sussex Wave 400Wh 7-G Nexus,"2.199,95 EUR",E-Räder
"E-BAKFIETS  ``Base``Kettenschaltung 7 Gang, schwarz  26 Zoll  4 x Plätze inkl Regendach Polstersitze","2.200,00 EUR",E-Räder
"Damen S E-Bike 28 Zoll Qwic ""Premium MN7vv"" Schimano Nexus 7 Gänge, Rh.: 46cm /MATTE BLACK/ mit Akku 417 Wh","2.200,00 EUR",E-Räder
"Herren L E-Bike 28 Zoll Qwic ""Premium MN7vv"" Schimano Nexus 7 Gänge, Rh.: 54cm /CHALK WHITE/ mit Akku 417 Wh","2.200,00 EUR",E-Räder
"Damen L E-Bike 28 Zoll Qwic ""Premium MN7vv"" Schimano Nexus 7 Gänge, Rh.: 54cm /CHALK WHITE/ mit Akku 417 Wh","2.200,00 EUR",E-Räder
"Herren L E-Bike 28 Zoll Qwic ""Premium MN7vv"" Schimano Nexus 7 Gänge, Rh.: 54cm /MATTE BLACK/ mit Akku 417 Wh","2.200,00 EUR",E-Räder
"Damen XL E-Bike 28 Zoll Qwic ""Premium MN7vv"" Schimano Nexus 7 Gänge, Rh.: 59cm /MATTE BLACK/ mit Akku 417 Wh","2.200,00 EUR",E-Räder
"Damen L E-Bike 28 Zoll Qwic ""Premium MN7vv"" Schimano Nexus 7 Gänge, Rh.: 54cm /MATTE BLACK/ mit Akku 417 Wh","2.200,00 EUR",E-Räder
"Damen M E-Bike 28 Zoll Qwic ""Premium MN7vv"" Schimano Nexus 7 Gänge, Rh.: 49cm /MATTE BLACK/ mit Akku 417 Wh","2.200,00 EUR",E-Räder
"Alu Damen E-Bike Popal ""Rune"" 8 Gang, 28 Zoll, 51cm,  13Ah / 470Wh, Bafang Mittelmotor  /Schwarz/","2.299,00 EUR",E-Räder
"Alu Damen E-Bike Popal ""Rune"" 8 Gang, 28 Zoll, 51cm,  13Ah / 470Wh, Bafang Mittelmotor  /blau/","2.299,00 EUR",E-Räder
"Bakfiets Cangoo Groovy Elektrisch 24 Zoll, 6 Gang, 4 Plätze /schwarz/","2.299,00 EUR",E-Räder
"Bakfiets Cangoo Groovy Elektrisch 24 Zoll, 6 Gang, 4 Plätze /natur-petrol/","2.299,00 EUR",E-Räder
"Popal E-Bike Cango Groovy BAKFIETS 6 Gang, 24 Zoll, 4xPlätze /blau/","2.299,00 EUR",E-Räder
"E-CARGOBIKE  Elektrotransportrad E-Bike VOGUE ``SUPERIOR 3``  BAKFIETS 7 Gang, 20- 26 Zoll, Bafang /schwarz - braun/","2.299,00 EUR",E-Räder
E-Bike Troy BAKFIETS 7 G schwarz 20-26 Zoll Transportrad Lastenrad Elektrorad,"2.299,00 EUR",E-Räder
"Elektrotransportrad E-Bike TROY BAKFIETS 7 Gang, schwarz 20-26 Zoll, mit Tür vorne","2.349,00 EUR",E-Räder
"Alu E-CARGOBIKE Elektrotransportrad E-Bike Bimas ``ECARGO3,1`` BAKFIETS 7 Gang","2.399,00 EUR",E-Räder
"Alu Damen E-Bike Popal ""Novel"" 7 Gang, 28 Zoll, 47 cm,   36V 13Ah 470Wh Mittelmotor  /Schwarz matt/","2.399,00 EUR",E-Räder
"Alu Damen E-Bike Popal ""Novel"" 7 Gang, 28 Zoll, 47 cm,   36V 13Ah 470Wh Mittelmotor  /Mineral Green/","2.399,00 EUR",E-Räder
Batavus Altura E-go® Wave 400Wh 7-G Nexus,"2.399,00 EUR",E-Räder
Batavus Altura E-go® Wave 400Wh 7-G Nexus,"2.399,00 EUR",E-Räder
Batavus Altura E-go® Wave 400Wh 7-G Nexus,"2.399,00 EUR",E-Räder
Batavus Altura E-go® Wave 400Wh 7-G Nexus,"2.399,00 EUR",E-Räder
Batavus Altura E-go® Wave 400Wh 7-G Nexus,"2.399,00 EUR",E-Räder
Batavus Altura E-go® Wave 400Wh 7-G Nexus,"2.399,00 EUR",E-Räder
Green's Cornwall 400 Wave 400Wh 7-G Nexus,"2.399,95 EUR",E-Räder
Green's Cornwall 400 Wave 400Wh 7-G Nexus,"2.399,95 EUR",E-Räder
Green's Cornwall 400 Wave 400Wh 7-G Nexus,"2.399,95 EUR",E-Räder
"Damen E-Bike 28 Zoll Qwic ""Urban R1"" Ohne Gänge, Rh.: 56 cm,  Heckmotor /STONE GREY/ inkl. Akku 300Wh","2.400,00 EUR",E-Räder
"Damen E-Bike 28 Zoll Qwic ""Urban R1"" Ohne Gänge, Rh.: 50cm,  Heckmotor /STONE GREY/ inkl. Akku 300Wh","2.400,00 EUR",E-Räder
"Herren E-Bike 28 Zoll Qwic ""Urban R1"" Ohne Gänge, Rh.: 56cm,  Heckmotor /türkis/ inkl. Akku 300Wh","2.400,00 EUR",E-Räder
"Damen E-Bike 28 Zoll Qwic ""Urban RD9"" Schimano 9 Gang, Rh.: 56cm /STONE GREY/ mit Akku 500Wh","2.400,00 EUR",E-Räder
"Herren E-Bike 28 Zoll Qwic ""Urban R1"" Ohne Gänge, Rh.: 56cm,  Heckmotor / STONE GREY/ inkl. Akku 300Wh","2.400,00 EUR",E-Räder
"Alu Damen E-Bike Popal ""Redlem"" 7 Gang, 28 Zoll, 47 cm,   36V 11,6Ah 470Wh Mittelmotor  /Schwarz/","2.499,00 EUR",E-Räder
"Alu Damen E-Bike Popal ""Redlem"" 7 Gang, 28 Zoll, 47 cm,   36V 11,6Ah 470Wh Mittelmotor  /grau/","2.499,00 EUR",E-Räder
"E-Bike Altec ""Sylvain""  481Wh N-7 Mittelmotor Bafang HS-11 Magura HYDR V-BR 53cm Nieuw /grau-matt/","2.499,00 EUR",E-Räder
"Alu Damen E-Bike Popal ""Vidar M420"" 7 Gang, 28 Zoll, 47 cm,   36V 13Ah 470Wh Mittelmotor  /Schwarz/","2.499,00 EUR",E-Räder
Elektrotransportrad E-Bike Cango Easy BAKFIETS 6 Gang 26 Zoll /grau-matt/,"2.499,00 EUR",E-Räder
